Vila Nova de Cerveira,41.9400,-8.7444
Sabugal,40.3519,-7.0894
Almeirim,39.2090,-8.6164
Alcanena,39.4589,-8.6689
Mealhada,40.3781,-8.4514
Sernancelhe,40.9003,-7.4942
Batalha,39.6603,-8.8247
Figueiro dos Vinhos,39.9019,-8.2750
Vila Flor,41.3067,-7.1522
Castelo de Paiva,41.0630,-8.2647
Penedono,40.9831,-7.3894
Oliveira de Frades,40.7314,-8.1767
Montalegre,41.8239,-7.7900
Alcoutim,37.4717,-7.4722
Lourinha,39.2425,-9.3122
Ferreira do Alentejo,38.0500,-8.1000
